3,111700
2,2506
2,15272
2,156629
2,129232
1,111951
0,18612
0,19446
2,2520
2,2727
1,3140
0,112053
0,115681
1,3397
0,2726
0,123533
2,18238
2,18438
5,111267
2,2528
2,26584
2,18197
3,110211
0,15296
3,140321
3,112002
0,115023
3,23924
1,123518
4,22305
0,16656
1,15167
1,2704
1,18856
5,112881
4,21388
2,15036
3,116883
4,130948
0,3077
4,2534
2,18819
6,18582
0,3066
2,25397
0,3050
2,122058
3,19720
2,18433
1,15239
0,2591
1,18776
0,136592
0,15905
2,19162
1,2773
2,19075
0,22512
1,2631
2,22523
4,166261
0,15417
0,18657
1,15328
6,117301
0,15917
0,22186
2,22689
2,24620
4,109782
0,15757
0,107958
0,2617
0,15880
0,2662
0,15039
1,3784
3,18765
4,111487
0,110673
6,146150
3,18921
4,18696
3,117779
5,136799
1,18381
0,18843
3,122066
2,19111
1,2988
0,16824
2,23710
1,18337
2,18896
3,112801
1,2523
1,3168
0,112551
1,3471
6,157541
1,2815
1,2660
4,147644
1,2492
2,136714
0,24091
1,21142
2,112482
2,16509
2,18449
1,15086
0,16147
2,134320
2,15813
2,16266
4,21678
3,112320
1,114404
0,3273
2,131713
4,125676
4,114274
2,22818
0,147978
1,2738
2,23148
0,18462
3,137676
3,15252
2,2564
5,20314
1,19322
0,16199
1,131186
7,3490
3,111105
0,117937
2,15395
0,132379
0,2915
4,134608
0,19198
0,3464
2,20795
8,19562
4,133394
2,2892
2,18203
3,18605
3,18321
3,110362
0,2743
2,18756
4,26185
0,15379
2,111067
3,134873
6,157242
3,3275
4,23921
0,21337
4,26120
1,21175
3,115340
3,159321
8,140664
6,20475
4,18507
1,2504
0,2546
0,112588
3,112229
2,2503
2,134284
1,15092
2,2505
2,18532
4,24193
2,3106
3,21633
5,155349
1,124847
0,15436
3,21442
2,117245
1,19597
1,3477
2,131542
1,19244
4,19483
1,18479
1,22150
2,3350
2,3049
5,132742
0,20753
2,15945
2,24368
3,126037
3,149718
2,17656
0,2792
3,110718
0,130791
6,17704
3,128566
4,129105
0,2587
1,22203
0,3176
2,3094
1,2505
2,114951
7,113005
0,3135
0,3197
2,15713
2,15044
1,159639
2,18543
2,149310
3,16078
0,4032
3,16932
6,172271
0,18972
6,26496
1,19375
0,134037
3,110574
5,18963
0,23103
2,14974
0,18197
4,18444
2,129411
3,18652
3,21670
3,136669
33,18552
4,21492
3,20500
0,22640
1,20800
1,15059
1,3094
0,117124
0,2981
1,17056
1,110903
5,24446
1,20182
0,15991
1,3133
2,2808
0,2715
2,2557
3,19011
0,2851
1,2630
3,22124
2,2500
1,21962
3,158463
1,17257
4,153749
0,110709
6,18104
4,21368
0,3205
0,2760
2,19170
1,16820
0,3057
0,15544
3,24717
3,22506
3,23962
0,3512
4,20938
4,112272
4,2701
2,16362
0,17053
0,23087
1,15379
0,15947
1,2531
0,15340
2,21816
2,18771
0,16090
5,120996
2,2507
3,110941
1,3532
4,21902
2,16911
0,110724
4,18750
1,19748
0,2615
2,15535
0,18975
0,2604
4,18461
0,18666
2,18867
1,3531
2,168513
4,127599
2,16147
2,22037
3,26455
1,3063
4,122881
0,3248
2,2535
1,2734
2,23102
2,19822
0,15396
0,18599
2,114367
0,3761
2,3594
0,135432
1,2598
1,18294
2,18580
0,2910
2,110859
4,21672
0,25487
5,19823
2,122473
2,21308
1,2541
6,20430
0,112829
2,19137
1,20914
2,22128
1,15263
2,21658
0,18449
0,15349
1,15099
0,3092
0,2657
3,24903
0,15335
2,21910
3,117086
0,113683
0,3311
1,20679
1,2520
0,3437
0,17137
0,108396
0,115894
3,17885
4,24328
2,2593
0,112428
1,16023
3,109385
1,109785
5,111227
0,3381
3,18605
1,26997
3,113056
5,15570
4,18352
3,139006
1,16719
1,165103
4,18399
1,2719
5,129852
0,16022
1,112196
2,18242
0,147479
1,2598
0,22038
4,18573
3,110886
1,2575
0,3550
0,2616
2,15448
1,2636
1,2527
1,129871
2,3256
3,22811
4,120031
0,131794
0,3771
1,19859
0,2722
1,2775
4,18651
0,25579
3,22622
0,20100
3,121715
0,16501
1,21761
5,19504
4,18853
0,21447
5,128376
4,19552
0,25373
0,21278
1,19192
3,110849
3,19493
4,156599
2,16874
1,2554
2,19491
2,17648
2,3473
0,3189
1,19511
1,3558
0,2651
2,22770
1,3483
2,15217
3,19482
1,3856
3,121716
0,2765
2,134998
4,135604
2,21161
2,20420
1,24091
1,3055
1,2547
1,3044
4,129493
3,18610
0,3887
3,26873
0,3502
2,18824
1,19297
4,149682
3,111661
0,3585
1,2540
2,21883
3,19906
1,15885
2,132575
7,153387
2,3018
1,2797
0,20719
0,3544
0,2591
0,15045
3,19876
0,16363
2,15166
3,112729
6,131996
1,18780
3,18496
2,21673
1,2504
1,15218
0,2770
1,18549
1,16231
4,133291
4,18862
1,3147
0,21083
4,116096
2,2704
2,2566
3,118267
2,2584
4,23906
3,18699
5,157781
4,128906
2,19191
0,22442
0,21258
0,2706
3,110274
2,3570
2,2540
5,117537
4,18601
2,151678
2,20989
1,2682
2,16105
2,18157
3,18004
3,116091
2,2670
6,112367
2,15061
2,22087
0,23575
1,2692
0,20835
3,121823
3,113457
7,23438
0,22232
1,17052
6,22905
1,20109
0,25035
3,113282
0,2714
0,132177
3,21161
3,19000
1,15765
3,19535
1,20353
3,142849
0,2609
1,2665
4,18371
0,2597
0,19757
3,112137
2,20216
1,139143
1,2769
0,15912
1,3256
2,18425
2,16205
4,19069
0,19199
0,118637
0,139850
1,21960
1,3184
5,19471
3,22792
2,16302
1,2761
0,2691
0,3113
4,25807
2,18257
1,2560
1,137482
1,2763
0,15424
0,133269
0,2968
0,26428
2,2587
1,15128
0,16172
1,2975
4,120279
0,16143
4,119252
2,118229
9,20324
4,2721
788,102889
79,98143
11,2215
6,2990
1,120608
0,2201
1,141969
227,112985
14,2213
72,16318
0,19943
77,18758
1,127095
1,2423
7,16204
1,13974
0,19712
23,2193
0,19510
3,2313
191,96598
15,99680
3,16482
0,2197
62,13748
0,16242
68,16972
20,2206
14,17944
0,109988
60,13192
2,18770
20,13590
70,97918
18,21142
24,2654
1,15668
1,2193
13,15814
24,19562
196,102274
14,20720
68,93534
24,14013
1,16104
14,3082
1,16162
0,2199
1,17513
0,3135
14,16052
0,2774
3,14003
70,124158
0,16319
2,104261
4,112479
0,20695
0,101412
0,118150
23,2217
0,2338
1,21951
8,13626
66,95087
0,14208
26,2978
0,2649
0,2662
0,3009
1,22462
0,15039
1,95939
0,18817
6,2292
1,2683
0,2996
1,2821
0,2634
0,2944
0,3270
8,97303
62,13548
49,13522
1,2691
0,14142
1,2237
1,18869
23,2201
14,16406
67,102413
2,101082
0,3041
1,17143
0,107206
23,97758
6,15767
35,22157
